1, junk, ., +, t, /, 1, (, i, Y, d
480, junk, ., a, r, x, +, c, 0, 1, 2
481, -, junk, ., =, 2, m, z, COMMA, \lt, \gt
482, junk, ., =, -, \leq, \rightarrow, \div, +, 1, 4
483, junk, ., d, a, 1, 0, 2, F, m, COMMA
484, junk, ., =, s, \rightarrow, \leq, 1, +, \div, 0
485, u, junk, a, x, ., 2, n, 1, y, v
486, junk, -, \ldots, ., =, COMMA, \div, \tan, 0, T
487, junk, F, ., 1, \div, \sigma, f, COMMA, +, \pi
488, junk, \ldots, -, ., =, COMMA, \tan, 3, \div, 0
489, junk, a, ., \tan, 1, 4, G, 2, 0, \pm
490, -, junk, =, ., \ldots, T, 2, COMMA, \div, i
491, junk, ., 0, n, o, \ldots, v, (, c, -
492, c, junk, C, x, ., 1, 2, 0, i, \lt
493, junk, b, ., \geq, 0, s, r, S, C, I
494, 8, f, junk, ., y, s, 1, 3, 0, 9
495, junk, ., \prime, m, COMMA, -, 3, n, 0, \mu
496, junk, ., o, 0, -, COMMA, F, (, 6, C
497, junk, n, ., a, 1, u, h, 4, r, m
498, junk, \tan, ., \sin, 0, o, \cos, \log, c, -
499, junk, ., COMMA, 0, +, /, 1, -, n, V
500, junk, M, \sin, ., m, \lim, +, n, \pi, \infty
501, -, junk, =, ., T, \ldots, COMMA, i, 2, m
502, junk, COMMA, M, p, ., H, \sin, n, \tan, 6
503, -, junk, =, ., \ldots, COMMA, T, 2, \div, i
504, junk, ., m, a, 1, x, n, \log, 2, COMMA
505, junk, \infty, \cos, \log, c, ., \sin, \tan, 0, o
506, junk, ., t, 1, +, r, V, ), i, COMMA
507, 2, junk, ., a, 3, \alpha, -, \div, +, 1
508, -, junk, \ldots, =, ., 2, COMMA, m, i, \leq
509, junk, ., 0, r, COMMA, o, t, V, (, L
510, n, junk, M, m, r, ., a, \mu, u, 1
511, n, junk, m, ., a, \mu, p, o, \prime, x
512, junk, ., \prime, r, n, -, i, 0, COMMA, 1
513, junk, ., a, r, x, +, c, 0, 1, 2
514, \cos, junk, \tan, ., o, c, =, 2, 0, a
515, junk, =, ., -, \leq, +, 1, i, (, COMMA
516, junk, ., -, t, \rightarrow, 4, i, (, COMMA, T
517, junk, ., \prime, -, n, 0, i, T, r, +
518, junk, n, u, ., 1, \log, \tan, v, x, \mu
519, junk, \tan, ., -, 1, +, \rightarrow, o, \prime, =
520, junk, ., -, \infty, x, \gamma, +, 9, 2, \pi
521, junk, ., 1, -, a, m, r, +, \prime, COMMA
522, junk, ., 3, +, \prime, COMMA, a, (, 2, -
523, junk, ., n, 2, \tan, c, m, COMMA, a, -
524, junk, ., T, -, \tan, \prime, a, 0, n, +
525, junk, +, \neq, ., T, -, 1, i, \prime, COMMA
526, junk, ., a, r, x, +, c, 0, 1, 2
527, junk, y, x, 1, 7, \log, ., t, z, 3
528, junk, n, x, -, ., a, 2, 1, \gamma, \div
529, junk, \sin, ., c, 0, -, a, o, \cos, v
530, junk, \sin, ., +, \tan, \prime, 1, -, COMMA, T
531, junk, ., \prime, COMMA, 0, (, 1, +, -, s
532, junk, a, ., -, 2, \rightarrow, t, 1, 5, T
533, junk, ., COMMA, c, =, 0, v, \sigma, r, -
534, junk, 1, |, COMMA, \prime, +, l, \{, ., (
535, junk, ., \Delta, d, a, n, c, -, 2, \in
536, M, n, m, junk, \mu, ., N, r, \pi, x
537, junk, ., COMMA, 0, -, \prime, 1, /, 3, s
538, junk, ., +, z, t, 2, d, 1, -, a
539, junk, ., t, f, \prime, -, 1, e, +, C
540, junk, \sin, \tan, ., \div, +, 0, -, =, COMMA
541, junk, ., |, \prime, L, 1, N, 0, COMMA, /
542, junk, ., t, f, \prime, -, +, \times, 1, s
543, junk, 1, ), COMMA, |, \prime, ., +, \{, (
544, junk, \alpha, ., x, \pi, \div, \times, 1, a, COMMA
545, -, junk, =, ., T, \ldots, i, COMMA, \div, 2
546, junk, ., o, 0, L, COMMA, -, N, r, /
547, junk, 6, ., -, n, 1, +, l, /, 7
548, junk, \tan, 1, ., H, -, l, +, COMMA, n
549, -, junk, \ldots, =, ., 2, COMMA, m, i, \div
550, -, junk, =, ., \ldots, 2, COMMA, m, T, i
551, junk, +, ., a, 1, \prime, x, COMMA, \div, 3
552, junk, -, ., COMMA, +, \prime, t, T, \div, i
553, junk, ., =, i, \div, 1, T, I, +, -
554, junk, ., 0, COMMA, \ldots, \sqrt, 5, o, V, T
555, junk, ., COMMA, -, \prime, \sqrt, 0, L, ), /
556, junk, ., c, +, r, x, \div, \sum, C, 4
557, junk, ., a, r, x, +, c, 0, 1, 2
558, junk, 0, c, C, ., E, o, \sum, a, 2
559, junk, ., +, 6, /, -, 1, n, l, \prime
560, junk, ., +, COMMA, m, \prime, 2, 1, -, =
561, junk, \cos, ., \sin, t, o, +, a, 0, v
562, junk, -, ., =, COMMA, \ldots, 0, u, m, 3
563, junk, x, \alpha, a, c, C, ., 4, r, n
564, junk, \sum, ., COMMA, \sigma, t, -, E, f, 8
565, junk, ., -, 0, n, 1, COMMA, \prime, \int, t
566, junk, ., COMMA, \prime, 1, /, -, (, 6, \ldots
567, junk, o, ., \cos, a, 1, +, T, 0, \pi
568, -, junk, ., =, \ldots, \div, 2, COMMA, T, i
569, h, 4, junk, ., u, 6, COMMA, G, k, \lim
570, m, n, junk, \sin, -, \tan, ., \lim, 2, 1
571, junk, \log, \tan, ., \lim, \sin, +, T, \prime, \mu
572, junk, ., \lim, c, n, C, a, \sin, \ldots, \alpha
573, junk, ., \prime, -, +, COMMA, T, 1, r, i
574, junk, ., o, n, 0, -, 1, H, \sqrt, COMMA
575, junk, -, ., \ldots, T, \infty, \rightarrow, \sqrt, COMMA, =
576, junk, x, ., \forall, o, c, 0, a, 1, m
577, junk, ., \tan, n, \mu, 1, \prime, /, 0, e
578, f, F, junk, t, 5, g, T, 9, -, S
579, junk, m, ., 7, 1, n, \mu, M, \sin, N
580, junk, o, ., \ldots, a, \alpha, 1, \mu, \sin, +
581, junk, M, \times, k, \mu, x, a, ., n, r
582, junk, 1, ., COMMA, -, p, \div, m, \prime, r
583, junk, ., \prime, \lim, (, +, c, 0, 1, x
584, junk, m, n, ., p, -, x, a, o, \mu
585, junk, ., -, COMMA, 1, p, n, T, /, \div
586, junk, 0, ., COMMA, o, \cos, \pi, s, \infty, M
587, junk, \sqrt, ., \rightarrow, COMMA, 1, -, s, \sigma, T
588, junk, ., -, \prime, COMMA, (, \tan, 1, \ldots, a
589, -, junk, =, ., \ldots, 2, COMMA, m, \div, i
590, junk, ., x, +, 0, COMMA, c, 1, a, z
591, junk, ., 1, +, 4, y, g, T, o, 9
592, junk, ., a, r, x, +, c, 0, 1, 2
593, junk, ., 0, \sin, c, o, \ldots, COMMA, 1, C
594, junk, \beta, b, a, \pi, ., 2, 4, \alpha, +
595, junk, \sin, ., 0, a, v, n, (, \prime, COMMA
596, junk, \tan, ., +, \lim, \prime, c, 2, x, \pi
597, -, junk, =, ., T, \ldots, COMMA, i, 2, m
598, junk, N, ., x, 9, n, M, c, 0, \Delta
599, junk, t, ., +, r, 0, -, COMMA, k, c
600, junk, ., n, COMMA, -, r, \prime, 0, s, \gamma
601, junk, ., 1, t, +, \neq, i, COMMA, -, k
602, junk, ., \tan, x, \sin, \alpha, \pi, \mu, +, a
603, junk, m, n, ., \Delta, r, a, \tan, c, COMMA
604, junk, =, ., \lt, -, \leq, G, C, c, \div
605, junk, ., r, (, L, N, n, COMMA, +, x
606, junk, ., +, \log, \mu, \alpha, l, c, 1, r
607, junk, ., COMMA, -, n, \prime, 0, 7, r, t
608, junk, ., r, n, o, \sqrt, 0, L, -, a
609, junk, ., COMMA, -, n, 0, \sqrt, /, \prime, C
610, -, junk, =, ., \ldots, COMMA, 2, T, m, i
611, junk, ., 1, \forall, a, m, x, /, \mu, COMMA
612, junk, k, a, ., R, x, y, 1, 2, c
613, junk, ., \sqrt, r, n, p, \mu, 1, +, o
614, junk, \sin, ., 0, o, H, x, \pi, a, C
615, junk, ., +, -, COMMA, 1, L, (, r, \sigma
616, junk, 1, |, COMMA, \prime, l, ), ., +, /
617, junk, ., 1, n, x, a, R, r, +, l
618, junk, \sin, ., v, n, 0, c, o, F, -
619, junk, ., 0, o, v, \sin, COMMA, n, -, 1
620, M, junk, \mu, N, r, m, ., n, \sqrt, a
621, junk, i, ., 1, x, z, ), 2, +, COMMA
622, junk, ., \infty, 0, H, n, \sin, c, a, M
623, 1, n, junk, x, r, ., /, \prime, l, d
624, -, junk, =, ., T, \ldots, COMMA, i, 2, m
625, junk, f, ., \sin, n, COMMA, 1, \tan, l, z
626, m, junk, n, \pi, \mu, ., v, r, 1, o
627, junk, 1, ., +, k, \tan, o, L, \forall, t
628, c, C, junk, 1, ., 2, a, 0, i, e
629, junk, ., Y, N, +, ), 1, \div, \prime, /
630, junk, \log, ., 2, -, x, +, COMMA, a, c
631, junk, \gamma, q, y, g, v, a, k, ., G
632, junk, ., c, 1, COMMA, s, 0, x, 5, a
633, junk, 0, o, \in, c, C, G, a, ., E
634, junk, \sin, ., \sqrt, 0, \ldots, COMMA, -, \tan, n
635, junk, \gt, 3, x, ., \times, COMMA, \lambda, X, j
636, junk, ., 1, l, a, COMMA, 2, c, \div, (
637, 0, junk, \theta, o, \in, c, a, ., G, 8
638, junk, 1, |, COMMA, +, \prime, l, (, ., 4
639, junk, m, n, ., 1, \tan, -, e, COMMA, a
640, junk, ., \prime, o, 1, COMMA, -, (, +, 0
641, junk, ., 1, +, \alpha, \mu, -, l, r, (
642, -, junk, =, ., \ldots, T, COMMA, 2, i, t
643, junk, ., \tan, \sin, 2, \alpha, 0, \sqrt, l, n
644, junk, ., c, H, COMMA, C, n, a, \ldots, x
645, junk, ., 1, m, \tan, \sin, +, a, -, \prime
646, -, junk, ., =, \ldots, 2, \div, COMMA, m, i
647, junk, j, 0, ., s, N, i, 5, \mu, S
648, junk, ., L, -, r, n, \mu, 1, +, \sqrt
649, junk, ., 1, \rightarrow, T, \sqrt, -, +, COMMA, \sigma
650, junk, \tan, ., =, \infty, 0, 1, T, COMMA, -
651, junk, ., \tan, T, 1, +, -, COMMA, 0, \pi
652, -, junk, ., =, \ldots, 2, \div, COMMA, T, i
653, junk, ., \cos, 1, \sigma, o, T, +, 0, -
654, junk, ., c, (, -, COMMA, \div, C, \ldots, 0
655, junk, 1, \tan, ., =, -, COMMA, x, v, /
656, junk, ., \rightarrow, \sqrt, 1, T, +, COMMA, -, s
657, junk, ., -, c, \ldots, COMMA, C, (, 0, \tan
658, -, junk, ., =, T, i, COMMA, \div, \ldots, t
659, junk, ., 0, x, +, \prime, \lambda, \times, (, )
660, junk, x, ., 1, k, (, \prime, \sin, c, n
661, junk, 1, ., a, x, 3, \pi, m, /, +
662, junk, o, \cos, ., 0, \pi, 6, n, a, 1
663, \sin, junk, ., ), a, +, \alpha, COMMA, \mu, 0
664, junk, x, \lambda, 1, 3, ., n, a, -, 7
665, junk, n, x, ., 5, a, 3, r, 1, H
666, junk, x, 5, \times, ., s, c, 3, \exists, X
667, junk, 3, ., COMMA, 5, 0, 1, \rightarrow, -, c
668, junk, i, ., 1, /, COMMA, 0, |, +, \prime
669, junk, ., c, C, L, COMMA, 0, 6, 7, ]
670, junk, p, -, ., 1, +, x, n, \mu, \times
671, \div, junk, ., 2, COMMA, 1, k, a, l, V
672, junk, ., \prime, +, ), 1, i, 2, COMMA, 9
673, junk, ., 0, \times, c, a, o, C, x, e
674, -, junk, =, ., T, i, \ldots, COMMA, t, \div
675, junk, n, 1, A, ., +, r, \pi, 7, -
676, junk, \Delta, ., 0, l, N, ), H, a, d
677, \pi, junk, n, \lambda, 1, A, \Delta, ., P, a
678, junk, u, v, o, 0, E, ., \sqrt, N, /
679, junk, ., 1, -, +, k, \sin, COMMA, r, a
680, junk, ., x, \pi, c, -, a, 0, +, /
681, junk, 0, o, ., n, x, 1, u, a, v
682, junk, 1, ., +, a, \pi, d, m, o, \mu
683, junk, ., n, \prime, /, -, 0, \sqrt, COMMA, \rightarrow
684, junk, m, n, \sin, ., \tan, a, \log, x, 1
685, junk, \sin, ., \infty, a, 0, +, 2, -, \tan
686, junk, \tan, \sin, ., a, \pi, \lim, 1, -, \alpha
687, junk, ., \alpha, (, -, +, \mu, r, COMMA, N
688, junk, 1, ., m, \div, COMMA, +, \tan, \prime, \rightarrow
689, -, junk, =, ., T, \ldots, COMMA, i, 2, m
690, junk, ., 1, k, \times, \prime, x, COMMA, l, r
691, junk, L, ., COMMA, u, 0, \prime, 1, (, \ldots
692, junk, 1, |, COMMA, \prime, l, +, \{, ., (
693, junk, x, ., E, l, r, h, C, 1, t
694, -, junk, =, ., \ldots, T, COMMA, 2, i, m
695, junk, ., COMMA, L, 1, \prime, 0, c, 6, u
696, junk, ., (, \mu, x, v, \times, k, +, 4
697, junk, ., \mu, (, n, x, \alpha, r, \times, h
698, junk, ., 1, k, r, \prime, -, \times, COMMA, t
699, junk, ., 1, COMMA, \rightarrow, d, y, \leq, p, 3
700, junk, ., x, 2, 1, a, \times, N, z, c
701, junk, r, ., (, /, \gamma, i, 1, COMMA, v
702, junk, ., \tan, 0, 1, +, n, \lambda, \sin, a
703, junk, \tan, \rightarrow, ., 7, \log, n, t, \pi, m
704, junk, \sqrt, =, \sin, ., -, 0, \rightarrow, \div, c
705, junk, =, ., t, \div, +, r, \pm, x, 5
706, junk, 0, ., o, 1, V, COMMA, s, -, i
707, junk, ., o, \sqrt, f, =, 0, F, 1, \leq
708, junk, -, ., COMMA, m, =, \rightarrow, 1, \log, 3
709, junk, ., \prime, n, \gamma, \mu, r, k, v, 0
710, junk, ., 0, -, COMMA, (, c, \lt, C, 2
711, junk, ., 0, \sqrt, COMMA, -, L, o, r, n
712, junk, ., -, \mu, 1, l, 0, COMMA, +, !
713, junk, ., 1, l, c, s, L, I, k, C
714, \sin, junk, -, \cos, m, ., \tan, \ldots, u, n
715, junk, ., 0, COMMA, \sqrt, o, \ldots, -, v, L
716, junk, ., \log, \tan, L, -, \lim, \prime, n, \alpha
717, -, junk, =, ., \ldots, T, COMMA, 2, i, m
718, junk, ., COMMA, 0, L, u, /, 1, -, \prime
719, junk, c, z, I, -, 2, i, COMMA, \sum, C
720, junk, d, +, 1, t, ., I, -, a, l
721, junk, ., k, COMMA, p, 1, +, r, i, \prime
722, junk, +, F, t, \pm, 7, f, z, l, T
723, -, junk, =, ., T, i, \ldots, \div, t, COMMA
724, junk, ., o, 0, \ldots, 1, T, -, (, \prime
725, junk, ., =, \ldots, COMMA, -, \prime, \sin, \div, \tan
726, \pi, junk, \div, n, 0, x, ., o, =, 3
727, junk, 3, n, 9, a, ., l, \prime, 1, R
728, n, junk, \pi, ., R, x, r, a, 3, c
729, junk, ., (, 0, \forall, t, k, +, s, L
730, junk, p, -, ., \beta, i, r, n, +, k
731, junk, ., 1, \prime, 0, ), \log, COMMA, a, \tan
732, junk, 0, ., COMMA, -, r, |, o, 1, i
733, -, junk, ., t, =, T, v, i, COMMA, u
734, junk, ., COMMA, 1, T, i, \prime, 0, (, -
735, junk, o, ., T, 0, u, ), COMMA, +, a
736, junk, ., =, -, \ldots, COMMA, \prime, (, 0, \div
737, junk, 0, ., a, 1, i, o, n, t, \Delta
738, junk, ., a, r, x, +, c, 0, 1, 2
739, junk, r, 1, +, n, M, \pi, \prime, ., p
740, junk, ., \pi, 1, x, 9, 7, y, 2, +
741, junk, COMMA, ., 1, ), 5, j, 3, y, 0
742, \mu, junk, p, a, u, r, ., o, n, m
743, junk, u, ., 1, +, \mu, p, -, d, 4
744, junk, ., l, x, 1, n, 3, y, s, \sum
745, junk, 1, \mu, u, ., +, p, -, 4, n
746, junk, N, 1, \mu, ., d, \lambda, /, o, 0
747, junk, ., -, \sigma, a, o, 0, C, \sin, =
748, junk, ., a, r, x, +, c, 0, 1, 2
749, junk, ., H, u, a, n, 1, 0, \Delta, \mu
750, junk, t, ., +, 1, i, r, \mu, COMMA, L
751, junk, =, -, \rightarrow, ., \pi, y, 7, +, x
752, junk, u, ., a, 1, y, v, 0, +, \tan
753, junk, 1, (, |, COMMA, l, \{, \prime, ., 4
754, junk, n, ., a, v, d, 0, +, u, p
755, junk, r, n, \pi, ., p, x, \lambda, a, \beta
756, junk, ., 6, -, 0, n, e, COMMA, \prime, /
757, junk, c, ., 0, o, t, COMMA, a, 9, k
758, -, junk, ., =, 2, \ldots, m, z, COMMA, 0
759, junk, \div, ., -, \pm, I, =, 1, \ldots, COMMA
760, -, junk, =, ., T, \ldots, COMMA, 2, i, \div
761, -, junk, =, ., \ldots, T, 2, COMMA, i, \div
762, junk, t, ., \mu, 1, -, +, (, COMMA, p
763, junk, ., 1, COMMA, \sin, i, +, 0, p, (
764, junk, ., 0, v, p, n, \mu, t, o, i
765, junk, ., \ldots, \mu, COMMA, L, 1, \alpha, M, /
766, \cos, junk, \tan, ., 0, \sin, x, 1, \gamma, \ldots
767, junk, +, ., \log, a, COMMA, x, p, u, -
768, junk, ., +, \alpha, 1, COMMA, \sin, (, \mu, -
769, junk, ., -, \sin, =, 0, \rightarrow, \cos, o, T
770, 4, junk, y, a, 2, 1, ., A, x, C
771, junk, \mu, ., \beta, \pi, p, 0, \sin, v, n
772, \sin, ), junk, a, ., 0, +, o, COMMA, 2
773, 4, y, Y, junk, n, ., u, \gamma, 1, p
774, junk, ., /, 1, \div, 0, f, -, r, \int
775, junk, ., /, n, N, 1, 0, -, !, \mu
776, junk, ., x, c, a, r, 2, \mu, 6, n
777, junk, -, ., a, v, T, 0, 2, COMMA, +
778, 3, junk, x, 5, COMMA, z, \prime, 1, ., \times
779, junk, ., \sin, x, a, n, 1, \leq, m, \tan
780, junk, ., (, -, l, 2, +, 0, \neq, c
781, junk, ., -, \rightarrow, COMMA, (, \sigma, \ldots, +, \lim
782, junk, ., (, /, 1, \prime, n, h, \mu, 0
783, junk, ., x, u, 0, n, -, 2, H, a
784, junk, (, 4, ., /, \prime, 1, +, COMMA, y
785, junk, 1, |, COMMA, \prime, l, +, (, ., /
786, junk, 1, |, COMMA, (, l, \prime, \{, ., /
787, junk, n, ., r, c, 1, C, x, +, /
788, junk, ., +, \lim, \prime, x, (, \times, c, a
789, +, \div, T, junk, x, ., \pi, 2, r, 7
790, junk, ., \prime, +, (, x, \gamma, 4, -, \times
791, junk, -, ., \ldots, +, L, T, 1, o, COMMA
792, junk, \cos, ., \tan, =, o, +, c, a, (
793, junk, ., \prime, 1, r, +, a, c, \mu, \tan
794, junk, 1, |, COMMA, \prime, l, +, ., /, (
795, junk, 3, ., 1, 0, COMMA, -, =, 2, s
796, junk, ., 1, \ldots, H, \tan, 4, A, n, 0
797, junk, -, ., \prime, r, COMMA, a, 1, 4, q
798, junk, \tan, \lim, ., 0, 2, a, c, 1, C
799, p, Y, junk, y, 4, \pi, P, ., \phi, \gamma
800, junk, ., \lim, +, 4, \sin, \tan, a, Y, -
801, junk, 1, ., T, \sigma, -, +, \rightarrow, 0, COMMA
802, =, junk, -, ., 2, c, C, \sum, 5, a
803, junk, -, ., =, a, +, \sin, \sigma, 2, \alpha
804, junk, 1, |, COMMA, \prime, ), ., l, +, !
805, junk, ., COMMA, 0, a, -, +, 2, \div, 1
806, junk, ., \tan, -, x, m, \cos, \pi, T, n
807, junk, ., COMMA, c, +, 1, a, \div, r, (
808, -, junk, =, ., \ldots, T, COMMA, 2, i, m
809, junk, \prime, ., +, 2, 1, COMMA, L, \lim, a
810, junk, -, ., COMMA, 0, \div, =, 1, \prime, f
811, junk, \cos, \rightarrow, \log, ., m, +, 0, n, \lim
812, -, junk, ., =, 2, \div, \ldots, COMMA, i, m
813, junk, ., x, \gamma, \pi, r, c, n, 9, N
814, junk, ., \rightarrow, \sin, +, -, 1, \ldots, \tan, COMMA
815, junk, 1, n, +, ., T, \prime, \pi, -, p
816, junk, \times, ., x, 3, COMMA, X, +, (, Y
817, =, junk, ., -, \div, 5, s, T, 0, C
818, I, \pm, =, 7, junk, \div, ., 1, 5, \sum
819, -, junk, =, ., \ldots, 2, COMMA, T, m, i
820, junk, ., 2, \prime, ), 1, t, a, COMMA, +
821, junk, +, -, ., \gamma, T, a, \neq, 7, \prime
822, junk, \infty, ., m, \sin, \cos, \Delta, +, -, a
823, junk, -, ., T, +, \tan, i, \prime, COMMA, \sin
824, junk, L, +, ., 1, (, I, x, t, c
825, junk, ., +, (, 1, \prime, -, COMMA, /, n
826, junk, -, ., x, u, w, \lambda, y, n, a
827, junk, ., \gamma, -, COMMA, 0, 2, c, \lt, \prime
828, junk, ., 0, 2, \gt, COMMA, 7, -, /, 9
829, junk, 1, |, ), COMMA, \prime, ., l, +, /
830, junk, \sin, \rightarrow, ., 0, n, -, 7, 2, a
831, junk, \tan, ., a, \lim, 2, 1, c, 0, C
832, junk, n, ., \prime, r, p, COMMA, -, s, 1
833, junk, \tan, =, ., -, x, 1, \sin, +, T
834, junk, \div, ., COMMA, 1, V, (, \prime, C, x
835, junk, ., -, \lim, \tan, COMMA, m, 1, a, \prime
836, junk, ., 0, -, \sqrt, COMMA, o, n, N, \gt
837, junk, ., 0, COMMA, V, \sqrt, o, \ldots, L, -
838, junk, ., \tan, 1, \prime, +, a, 2, 7, 0
839, junk, ., \sin, n, 1, ), COMMA, \prime, -, \tan
840, junk, ., \tan, \prime, 4, 1, \lim, +, 2, l
841, junk, ., n, \prime, -, COMMA, 0, i, +, r
842, -, junk, =, ., T, m, COMMA, 2, \ldots, i
843, junk, 1, ., -, \tan, m, COMMA, \prime, n, =
844, junk, ., +, \tan, T, \cos, 1, \sin, -, \log
845, junk, =, m, ., \tan, i, 1, t, -, +
846, junk, ., \gamma, x, 0, C, 2, c, \log, a
847, junk, ., (, c, 1, /, l, +, \prime, a
848, junk, ., c, -, (, +, \prime, L, \sin, \alpha
849, junk, ., m, \rightarrow, -, 7, 1, \sin, a, c
850, junk, \sin, \ldots, ., 0, \rightarrow, o, -, COMMA, a
851, -, junk, =, ., \ldots, 2, COMMA, T, m, \div
852, junk, ., +, a, -, x, \prime, \alpha, \times, \mu
853, junk, ., 0, \prime, o, \lim, +, COMMA, 1, c
854, junk, +, x, 4, ., \tan, t, u, i, N
855, junk, +, ., l, -, n, 4, \div, 1, z
856, n, junk, M, p, r, 1, H, \pi, ., m
857, junk, ., 2, t, \div, l, c, n, +, -
858, junk, ., \gamma, -, COMMA, 1, r, p, n, 0
859, junk, +, ., x, \times, X, \prime, \geq, a, -
860, junk, 1, -, z, \tan, \leq, ., a, +, m
861, junk, x, +, a, ., -, \times, \gamma, 2, \pi
862, junk, ., 0, COMMA, -, o, (, /, 1, \sqrt
863, junk, ., \sqrt, -, COMMA, \prime, /, 1, !, n
864, junk, ., 1, m, COMMA, 0, -, o, \lambda, \mu
865, junk, ., \mu, o, \sqrt, n, -, 0, m, +
866, junk, ., 6, 9, y, 3, r, 8, F, 5
867, \infty, junk, \lim, \tan, \sin, ., M, \cos, 0, \pi
868, junk, ., o, -, 0, 1, COMMA, =, \div, +
869, junk, ., \sin, \prime, 0, o, \lim, 1, -, +
870, junk, g, \pi, 2, 8, 3, \div, +, ., y
871, junk, a, \alpha, x, ., y, \times, o, X, 3
872, 1, junk, ., n, r, +, i, /, a, p
873, R, M, junk, n, m, ., 1, l, k, N
874, junk, ., m, n, L, 1, i, COMMA, \lim, a
875, junk, \sin, ., Y, H, M, o, 0, n, x
876, junk, ., \prime, -, n, COMMA, i, m, 1, \rightarrow
877, junk, m, 2, ., z, n, a, -, 0, c
878, junk, ., 1, 6, o, l, a, 0, y, 7
879, junk, +, t, ., -, l, a, 1, x, n
880, junk, ., -, 1, \sin, u, n, 4, \neq, +
881, junk, ., t, +, 2, z, l, a, -, (
882, junk, 1, n, ., \prime, l, x, p, r, +
883, junk, ., u, 2, -, \lim, +, x, T, 4
884, junk, 1, ., \prime, n, x, l, /, COMMA, p
885, junk, \sin, ., +, \lim, 1, COMMA, -, 0, /
886, junk, m, -, z, +, a, ., \div, COMMA, x
887, junk, ., o, 0, +, \prime, -, 1, \pi, 2
888, junk, ., (, b, \sqrt, 1, s, COMMA, a, \beta
889, junk, ., \prime, COMMA, /, L, -, n, 1, c
890, junk, ., c, C, n, (, L, COMMA, r, \prime
891, junk, ., (, n, -, C, COMMA, \sin, c, =
892, -, junk, =, ., T, i, COMMA, \div, \ldots, m
893, junk, 6, ., -, r, +, x, 1, /, \pi
894, junk, o, m, ., -, x, L, c, 1, 0
895, junk, 1, |, COMMA, \prime, ), l, ., +, !
896, junk, a, ., t, m, 1, n, \lim, 0, x
897, junk, f, ., b, a, \prime, 1, \log, (, 6
898, junk, ., 0, COMMA, H, -, +, x, d, )
899, junk, -, ., i, x, 1, c, 2, r, n
900, junk, ., a, r, x, +, c, 0, 1, 2
901, junk, ., x, \alpha, 6, +, -, z, Y, 9
902, junk, a, 1, ., \lim, 2, /, H, \prime, +
903, junk, \sin, ., 0, -, \prime, n, a, COMMA, /
904, junk, 3, s, n, ], ., 5, COMMA, 1, y
905, junk, \log, 1, s, n, x, -, g, ., 9
906, junk, ., -, n, u, \ldots, COMMA, w, y, x
907, junk, 1, (, |, l, COMMA, \prime, /, ., +
908, junk, ., 1, \prime, COMMA, ), a, n, \div, H
909, junk, ., a, m, n, r, x, +, \pi, p
910, junk, ., -, t, L, 2, c, r, z, x
911, junk, ., n, \sqrt, 0, -, COMMA, o, c, \ldots
912, junk, c, x, ., COMMA, \times, +, \div, /, z
913, junk, 4, a, -, ., c, u, d, G, \log
914, -, junk, =, \ldots, ., 2, COMMA, m, T, i
915, junk, ., \alpha, a, n, -, x, 1, +, (
916, junk, d, \neq, ., p, 1, \phi, i, \beta, x
917, junk, ., x, +, 1, a, r, -, \times, COMMA
918, junk, \sin, ., ), a, COMMA, 0, \prime, +, c
919, junk, t, 1, ., +, \lambda, -, a, A, (
920, junk, t, ., A, E, a, i, N, v, k
921, junk, ., x, r, 1, COMMA, +, m, -, \mu
922, junk, \neq, ., t, n, d, 1, F, H, p
923, h, junk, ., b, 1, n, t, x, k, e
924, junk, a, ., COMMA, 2, \div, \Delta, l, 0, +
925, junk, ., \ldots, -, COMMA, 0, (, \prime, C, 1
926, junk, ., a, 1, (, /, 0, \prime, \forall, C
927, junk, ., x, p, 1, +, y, a, \phi, COMMA
928, junk, ., x, a, 1, t, +, \pm, 2, 0
929, junk, 1, +, ., x, a, -, \prime, 7, n
930, junk, ., -, c, COMMA, n, 1, 0, k, a
931, junk, +, -, 1, 4, \mu, ., COMMA, \prime, p
932, junk, M, H, 1, ., n, \ldots, +, \mu, -
933, junk, \sin, ., \prime, \ldots, 0, -, n, COMMA, /
934, junk, ., -, 0, 7, T, +, COMMA, \prime, 1
935, -, junk, =, ., \ldots, T, 2, COMMA, i, m
936, junk, 3, g, +, y, 1, ., x, \pm, \pi
937, junk, ., \prime, 1, 0, (, -, \mu, n, COMMA
938, junk, =, \pm, \div, -, \geq, ., c, I, C
939, junk, =, \div, -, \pm, I, ., \geq, i, C
940, -, junk, ., =, \ldots, 2, COMMA, m, \div, i
941, -, junk, ., =, T, i, t, COMMA, \div, \ldots
942, -, junk, =, ., T, \ldots, i, \div, COMMA, t
943, junk, ., COMMA, 1, i, 7, -, \prime, ), t
944, junk, 1, ., \log, /, 7, +, L, \prime, 0
945, junk, a, ., +, d, \div, \lambda, n, \Delta, u
946, -, junk, =, ., \ldots, T, COMMA, 2, i, m
947, junk, ., 1, COMMA, x, p, 0, s, +, t
948, a, junk, \pi, \alpha, 9, q, ., 4, o, 0
949, junk, ., x, 2, d, a, \sum, \pi, o, 1
950, junk, \prime, ., +, 2, 1, t, ), \int, COMMA
951, n, junk, ., a, 9, 4, g, -, x, 1
952, junk, ., t, \int, 0, i, \prime, +, ), 1
